id,subject,body,type
2905,Для вас промокод! Пора снабдить офис ✨,Заказывайте товары в офис по выгодным ценам!,email
2933,Снабдить офис всем необходимым просто! 💥,,email
2937,Для вас промокод! Пора снабдить офис ✨,Заказывайте товары в офис по выгодным ценам!,email
2914,Впереди выходные! Пора пополнить запасы 💥💥💥,Доставим любимые товары даже на дачу,email
3023,Для вас подарок 💚 Открывайте скорее!,"А вы знали, что у нас есть не только магазины с продуктами?",email
3028,Ваша скидка 500 рублей 💥💥💥 ,"Действует в Yves Rocher, Улыбка Радуги, Home Market, Дочки-Сыночки",email
3032,Cупер скидка ждёт вас 🚀 - 500 рублей по промокоду!,"Действует в Yves Rocher, Улыбка Радуги, Home Market, Дочки-Сыночки",email
3033,Подарок ждёт вас 👀 Смотрите скорее!,"Действует в Yves Rocher, Улыбка Радуги, Home Market, Дочки-Сыночки",email
3034,Успейте использовать промокод  на скидку 500 рублей  👉🏼👉🏼👉🏼,"Действует в Yves Rocher, Улыбка Радуги, Home Market, Дочки-Сыночки",email
3045,Для вас подарок 💚 Открывайте скорее!,"А вы знали, что у нас есть не только магазины с продуктами?",email
3048,Ваша скидка 1000 рублей 💥💥💥 ,"Действует в Yves Rocher, Улыбка Радуги, Home Market, Дочки-Сыночки",email
3051,Cупер скидка ждёт вас 🚀 - 1000 рублей по промокоду!,"Действует в Yves Rocher, Улыбка Радуги, Home Market, Дочки-Сыночки",email
3054,Подарок ждёт вас 👀 Смотрите скорее!,"Действует в Yves Rocher, Улыбка Радуги, Home Market, Дочки-Сыночки",email
3057,Успейте использовать промокод  на скидку 1000 рублей  👉🏼👉🏼👉🏼,"Действует в Yves Rocher, Улыбка Радуги, Home Market, Дочки-Сыночки",email
3073,Дарим знания в подарок 🔥🔥🔥,4 урока английского языка от Skyeng,email
3141,У вас остались бонусы! Не упустите выгоду 💥💥💥,,email
373,,"Спасибо за выбор СберМаркета! Продолжайте покупки с нами, ведь мы помогаем экономить силы и время. Оформите заказ на sbermarket.ru",sms
384,,"Спасибо за выбор СберМаркета! Продолжайте покупки с нами, ведь мы помогаем экономить силы и время. Оформите заказ на sbermarket.ru",sms
389,,Только для вас на заказ в Instamart скидка 150 руб. по коду ZAKAZ215007Y Действует 5 дней. Покупайте на sbermarket.ru,sms
364,,,sms
398,,До 44% скидки в Instamart на школьные товары instamart.ru/metro/snova-v-shkolu . Помогаем экономить ваше время и деньги!,sms
403,,До 44% скидки в Instamart на школьные товары instamart.ru/metro/snova-v-shkolu . Помогаем экономить ваше время и деньги!,sms
414,,"Только в Instamart 25% скидка на конфеты Коркунов ассорти instamart.ru/metro/akorkunov. Порадуйте тех, кто дарит вам знания!",sms
420,,Купите в Instamart любую коробку конфет Коркунов instamart.ru/metro/akorkunov до 31.08. и получите 150 рублей скидки по коду KORKUNOV,sms
423,,Купите в Instamart любую коробку конфет Коркунов instamart.ru/metro/akorkunov до 31.08. и получите 150 рублей скидки по коду KORKUNOV,sms
1746,,Для вас подарок! Бесплатная доставка на заказ в СберМаркете  по коду CART1,sms
537,,"На 20% выгоднее в сентябре купить онлайн в Instamart товары категории «Дешевле, чем в магазине» instamart.ru/metro/special_price",sms
541,,"На 20% выгоднее в сентябре купить онлайн в Instamart товары категории «Дешевле, чем в магазине» instamart.ru/metro/special_price",sms
559,,Персональная скидка 200 рублей вам на заказ в Instamart до 29 сентября по коду RET19928. Выгодные цены со скидками на Instamart.ru,sms
555,,Теперь в Instamart вы можете заказать из Азбуки Вкуса! Пробуйте – дарим вам бесплатную доставку по коду AVFS19926 до 27 сентября,sms
566,,Теперь в Instamart вы можете заказать из Азбуки Вкуса! Дарим вам бесплатную доставку на instamart.ru по коду AVFS19926 до 27 сентября,sms
601,,"Спасибо за выбор Сбермаркета! Продолжайте покупки с нами, ведь мы помогаем экономить силы и время. Оформите заказ на sbermarket.ru",sms
605,,"Спасибо за выбор Сбермаркета! Продолжайте покупки с нами, ведь мы помогаем экономить силы и время. Оформите заказ на sbermarket.ru",sms
609,,Только для вас на второй заказ в Сбермаркете скидка 100 руб. по коду zakaz2100z. Покупайте на sbermarket.ru,sms
611,,Только для вас на второй заказ в Сбермаркете скидка 100 руб. по коду zakaz2100z. Покупайте на sbermarket.ru,sms
680,,Сбермаркет напоминает: получите скидку 200 рублей по коду ZAKAZ2200S на ваш второй заказ. Заказывайте на sbermarket.ru,sms
622,,8% скидка на заказ в Instamart из Азбуки Вкуса по коду AV8. Действует до конца недели. Заказывайте на instamart.ru/azbukavkusa,sms
627,,Успейте заказать продукты в Сбермаркете пока доставка бесплатная. Лучшие скидки на sbermarket.ru/metro/priedlozhieniia/skidki,sms
634,,Успейте заказать продукты в Сбермаркете пока доставка бесплатная. Лучшие скидки на sbermarket.ru/metro/priedlozhieniia/skidki,sms
639,,В Instamart до 50% скидки на автотовары. Заказывайте теперь и шины с доставкой на instamart.ru/metro/priedlozhieniia/skidki/avtotovary,sms
751,," Завтра действие вашего промокода ZAKAZ2100S закончится. Успейте использовать его, чтобы получить скидку 100 рублей. Экономьте вместе со СберМаркетом!",sms
752,," Завтра действие вашего промокода ZAKAZ2100S закончится. Успейте использовать его, чтобы получить скидку 100 рублей. Экономьте вместе со СберМаркетом!",sms
756,,"Вы всё ещё не оформили у нас ваш следующий заказ. Если в течение 4 дней вы оформите у нас заказ, мы дадим вам скидку 8% ! Ваш личный промо-код*: ZAKAZ28%S",sms
757,,"Вы всё ещё не оформили у нас ваш следующий заказ. Если в течение 4 дней вы оформите у нас заказ, мы дадим вам скидку 8% ! Ваш личный промо-код*: ZAKAZ28%S",sms
805,,"Спасибо за выбор СберМаркета! Продолжайте покупки с нами, ведь мы помогаем экономить силы и время. Оформите заказ на sbermarket.ru",sms
807,,"Спасибо за выбор СберМаркета! Продолжайте покупки с нами, ведь мы помогаем экономить силы и время. Оформите заказ на sbermarket.ru",sms
677,,"Instamart теперь доставляет на правый берег! Расскажите друзьям и родственникам. Мы помогаем экономить, заказывайте на Instamart.ru",sms
747,,В Instamart для вас скидка 200 рублей по промокоду HALLOWEEN до 31 октября 2019. Заказывайте на instamart.ru,sms
868,,Завтра 7 ноября в Instamart последний день для вас скидка 99 рублей по коду «99». Заказывайте на instamart.ru,sms
863,,Завтра 7 ноября в Instamart последний день для вас скидка 99 рублей по коду «99». Заказывайте на instamart.ru,sms
852,,Завтра 7 ноября в Instamart последний день для вас скидка 160 рублей по коду «160». Заказывайте на instamart.ru,sms
847,,Завтра 7 ноября в Instamart последний день для вас скидка 160 рублей по коду «160». Заказывайте на instamart.ru,sms
837,,В Instamart завтра 7 ноября последний день для вас бесплатная доставка по коду «ХОЧУ». Заказывайте на instamart.ru,sms
831,,В Instamart завтра 7 ноября последний день для вас бесплатная доставка по коду «ХОЧУ». Заказывайте на instamart.ru,sms
893,,"Ваши товары вас заждались! Мы заметили, что вы оставили в корзине товары. Не волнуйтесь, мы сохранили их для вас, чтобы вы могли быстро к ним вернуться. И как нашему новому клиенту, мы доставим вам заказ бесплатно!",sms
894,,"Ваши товары вас заждались! Мы заметили, что вы оставили в корзине товары. Не волнуйтесь, мы сохранили их для вас, чтобы вы могли быстро к ним вернуться. И как нашему новому клиенту, мы доставим вам заказ бесплатно!",sms
898,,"Вчера вы начали собирать у нас заказ, но так и не оформили его. Расскажите, что вас остановило, а мы в благодарность дадим вам скидку 100 рублей.",sms
899,,"Вчера вы начали собирать у нас заказ, но так и не оформили его. Расскажите, что вас остановило, а мы в благодарность дадим вам скидку 100 рублей.",sms
929,,"Как быстро летит время! Вроде только что делали у нас заказ, а уже опять пора пополнять запасы! 🥩🍦🍼 Освободите свой календарь от походов в магазин и стояния в очереди. Запланируйте это время на что-то более важное и значимое в вашей жизни!",sms
930,,"Как быстро летит время! Вроде только что делали у нас заказ, а уже опять пора пополнять запасы! 🥩🍦🍼 Освободите свой календарь от походов в магазин и стояния в очереди. Запланируйте это время на что-то более важное и значимое в вашей жизни!",sms
934,,"Вы всё ещё не оформили у нас ваш новый заказ. Неужели вы не верите, что мы помогаем экономить? Если в течение недели вы оформите у нас заказ, то мы дадим вам скидку 250 рублей. Ваш личный промо-код*: ZAKAZ31909",sms
935,,"Вы всё ещё не оформили у нас ваш новый заказ. Неужели вы не верите, что мы помогаем экономить? Если в течение недели вы оформите у нас заказ, то мы дадим вам скидку 250 рублей. Ваш личный промо-код*: ZAKAZ31909",sms
939,,"
Завтра действие вашего промокода закончится. Успейте использовать его, чтобы получить скидку 250 рублей.  Ваш личный промокод со скидкой 250 рублей*: ZAKAZ31909",sms
962,,"Как быстро летит время! Вроде только что делали у нас заказ, а уже опять надо пополнять запасы! 🥩🍦🍼 Посмотрите раздел ""Скидки"", вы найдете там всё необходимое, а заодно и сэкономите свои деньги.",sms
963,,"Как быстро летит время! Вроде только что делали у нас заказ, а уже опять надо пополнять запасы! 🥩🍦🍼 Посмотрите раздел ""Скидки"", вы найдете там всё необходимое, а заодно и сэкономите свои деньги.",sms
967,,"Вы всё ещё не оформили у нас ваш следующий заказ. Неужели вы не верите, что мы помогаем экономить? Если в течение недели вы оформите у нас заказ, то мы дадим вам скидку 250 рублей. Ваш личный промо-код*: ZAKAZ4-1907y",sms
968,,"Вы всё ещё не оформили у нас ваш следующий заказ. Неужели вы не верите, что мы помогаем экономить? Если в течение недели вы оформите у нас заказ, то мы дадим вам скидку 250 рублей. Ваш личный промо-код*: ZAKAZ4-1907y",sms
972,,"Завтра действие вашего промокода закончится. Успейте использовать его, чтобы получить скидку 250 рублей. Ваш личный промокод со скидкой 250 рублей*: ZAKAZ4-1907y",sms
1029,,"Закажите сейчас на СберМаркете! 2000 товаров со скидками до 50% на sbermarket.ru
https://clck.ru/KBdRu
",sms
1030,,"Закажите сейчас на СберМаркете! 2000 товаров со скидками до 50% на sbermarket.ru 
https://clck.ru/KBdRu",sms
1101,,Не упусти шанс! БЕСПЛАТНАЯ доставка от СберМаркета по промокоду SEPTEMBER20 при заказе в следующие 19 дней sbermarket.ru,sms
1106,,Мы доставим БЕСПЛАТНО твои любимые товары по промокоду SEPTEMBER20 при заказе в следующие 10 дней sbermarket.ru,sms
1111,,"Не упусти шанс! БЕСПЛАТНАЯ доставка от СберМаркет по промокоду SEPTEMBER20
ОСТАЛОСЬ ВСЕГО 2 ДНЯ sbermarket.ru",sms
1179,,Урра!!! Любуемся 🤗,sms
1287,,"Закажите сейчас на СберМаркете! 2000 товаров со скидками до 50% на sbermarket.ru
https://clck.ru/KBdRu
",sms
1291,,"Закажи сейчас на СберМаркете! 2000 товаров со скидками до 50% на sbermarket.ru 
https://clck.ru/KBdRu",sms
1305,,"Продолжайте совершать покупки с нами, ведь мы помогаем экономить время и силы. Оформите заказ на sbermarket.ru или в нашем приложении ",sms
1309,,"Продолжайте совершать покупки с нами, ведь мы помогаем экономить время и силы. Оформите заказ на sbermarket.ru или в нашем приложении",sms
1413,,"Пора заполнять холодильник! 2000 товаров со скидками до 50% на sbermarket.ru
https://clck.ru/KBdRu
",sms
1415,,"Пора заполнять холодильник! 2000 товаров со скидками до 50% на sbermarket.ru
https://clck.ru/KBdRu
",sms
1453,,"Пора совершать выгодные покупки! 2000 товаров со скидками до 50% на sbermarket.ru
https://clck.ru/KBdRu
",sms
1455,,"Пора совершать выгодные покупки! 2000 товаров со скидками до 50% на sbermarket.ru
https://clck.ru/KBdRu
",sms
1695,,Пора совершать выгодные покупки! Скидка 300 рублей на один заказ в СберМаркете  по коду  TESTTEST,sms
1658,,Пора совершать выгодные покупки! Доставим бесплатно ваши любимые товары по промокоду fs111,sms
1661,,,sms
1663,,,sms
1665,,,sms
1667,,,sms
1800,,Благодарим вас за участие в опросе. Ваш промокод на скидку 250 рублей на один заказ продуктов {{customer.personal_promocode}},sms
2082,,,sms
2083,,,sms
2084,,,sms
2245,,,sms
2477,,"Осталось всего 2 дня!  Успейте получить бесплатную доставку, совершив заказ на сумму от 2000р  https://clck.ru/KBdRu",sms
2519,,"Cкидка 10% по промокоду Back2_10! Действует до 14.08 на товары без скидок, скидка не более 300 рублей. Покупайте на sbermarket.ru",sms
2515,,Cкидка 7% по промокоду Back7 действует до 14.08 на товары без скидок. Скидка не более 400 рублей. Покупайте на sbermarket.ru,sms
2525,,Скидка 10% для вас! Используйте промокод Back10 до 14.08. Размер скидки не более 400 рублей. Действуйте ;),sms
2531,,Скидка 7% для вас! Используйте промокод Back1_7 до 14.08. Размер скидки не более 400 рублей. Действуйте ;),sms
2537,,Скидка 10% для вас! Используйте промокод Back1_10 до 14.08. Размер скидки не более 400 рублей. Действуйте ;),sms
2556,,Бесплатная доставка из Забайкальского Привоза по коду del_zab4. Выбирайте любимые продукты ;),sms
2575,,"Начислили {{customer[""15_first charge""]}} р. Оплачивайте бонусами в приложении sbermarket.ru",sms
2579,,"Осталось 2 дня на покупку, чтобы получить кэшбек до 500 рублей. Подробности https://clck.ru/QFLyh",sms
2603,,Вам {{customer.july_cohort_w34_bonus}} бонусов до 21.08. Используйте бонусы при покупке в приложении 🚀  https://clck.ru/KBdRu,sms
2606,,Пора поторопиться! Успейте использовать {{customer.july_cohort_w34_bonus}} бонусов. Бонусы доступны до 21.08.   https://clck.ru/KBdRu,sms
2617,,"Ваши {{customer[""15_second charge""]}} бонусов за последнюю покупку начислены. Списывайте в приложении при оформлении заказа  https://clck.ru/KBdRu",sms
2619,,"Осталось 2 дня на покупку, чтобы получить кэшбек до 600 рублей. Подробности https://clck.ru/QFLyh",sms
2628,,"Начислили {{customer[""15_third charge""]}} р. Оплачивайте бонусами в приложении sbermarket.ru",sms
2631,,"Ваши {{customer[""15_third charge""]}} бонусов! Осталось всего 2 дня, самое время использовать их в приложении! https://clck.ru/KBdRu",sms
2668,,Ваши 150 бонусов за последнюю покупку начислены. Списывайте в приложении при оформлении заказа  https://clck.ru/KBdRu,sms
2671,,Осталось 2 дня на покупку. Используйте 150 бонусов и получайте кэшбэк на следующую покупку https://clck.ru/KBdRu,sms
2685,,Ваши 250 бонусов за последнюю покупку начислены. Списывайте в приложении при оформлении заказа  https://clck.ru/KBdRu,sms
2695,,Осталось 2 дня на покупку. Используйте 250 бонусов и получайте кэшбэк на следующую покупку https://clck.ru/KBdRu,sms
2702,,Ваши 350 бонусов за последнюю покупку начислены. Списывайте в приложении при оформлении заказа  https://clck.ru/KBdRu,sms
2712,,Осталось 2 дня на покупку. Используйте 350 бонусов и получайте кэшбэк на следующую покупку https://clck.ru/KBdRu,sms
2722,,Вам начислено 150 бонусов. Списывайте в приложении при оформлении заказа до 27.08 и получайте кэшбэк https://clck.ru/KBdRu,sms
2724,,Успейте использовать 150 бонусов сегодня и получите кэшбэк до 350 рублей  https://clck.ru/KBdRu,sms
2732,,Вам начислено 200 бонусов. Списывайте в приложении при оформлении заказа до 27.08 и получайте кэшбэк https://clck.ru/KBdRu,sms
2738,,Успейте использовать 200 бонусов сегодня и получите кэшбэк до 350 рублей  https://clck.ru/KBdRu,sms
2745,,Вам начислено 200 бонусов. Списывайте в приложении при оформлении заказа до 27.08 и получайте кэшбэк https://clck.ru/KBdRu,sms
2751,,Успейте использовать 200 бонусов сегодня и получите кэшбэк до 350 рублей  https://clck.ru/KBdRu,sms
2770,,"Доставим ваши любимые продукты прямо до двери! Экономьте время и силы, а заботы о покупках мы возьмем на себя https://clck.ru/KBdRu",sms
2771,,"Укажите адрес доставки и узнайте, какие магазины вам доступны https://clck.ru/KBdRu
",sms
2786,,,sms
2792,,Промокод Минус250 до 28.08. Выбирайте товары на sbermarket.ru,sms
2856,,Выгода 200р по промокоду Лето20 от 2000р до 31.08. на sbermarket.ru,sms
2909,,Бесплатная доставка товаров для офиса по промокоду fs09 на заказы от 5000р. Успейте закупиться самым необходимым! Промокод действует всего 7 дней  https://clck.ru/KBdRu,sms
2942,,Скидка 500р на заказ товаров для офиса по промокоду 5000w. Успейте закупиться самым необходимым! Промокод действует всего 7 дней на заказы от 5000р.  https://clck.ru/KBdRu,sms
2925,,,sms
2927,,,sms
2928,,,sms
3105,,У вас {{customer.remaining_bonuses}} бонусов. Чем не повод выбрать продукты на выходные? ;),sms
